,Unnamed: 0,Equipe_Dom,Equipe_Ext,Score,Journee,Region
96,96,St-Omer,Le Touquet,0 - 1,14,Hauts de France
97,97,O. Marcquois,Chantilly,4 - 0,14,Hauts de France
98,98,Le Touquet,Lille 2,0 - 1,15,Hauts de France
99,99,Amiens AC,Valenciennes 2,1 - 1,15,Hauts de France
100,100,Chantilly,Maubeuge,0 - 3,15,Hauts de France
101,101,Feignies/Auln.,Croix,1 - 0,15,Hauts de France
102,102,Wasquehal,O. Marcquois,1 - 0,15,Hauts de France
103,103,Amiens Sc (2),St-Omer,2 - 2,15,Hauts de France
104,104,Vimy,Boulogne (2),0 - 0,15,Hauts de France
105,105,Boulogne (2),Chantilly,0 - 1,16,Hauts de France
106,106,Valenciennes 2,Wasquehal,1 - 3,16,Hauts de France
107,107,Lille 2,Amiens Sc (2),2 - 1,16,Hauts de France
108,108,Amiens AC,Feignies/Auln.,0 - 0,16,Hauts de France
109,109,Croix,Le Touquet,3 - 1,16,Hauts de France
110,110,Maubeuge,O. Marcquois,0 - 1,16,Hauts de France
111,111,St-Omer,Vimy,2 - 0,16,Hauts de France
112,112,Amiens AC,Le Touquet,2 - 0,17,Hauts de France
113,113,Amiens Sc (2),Croix,3 - 2,17,Hauts de France
114,114,Feignies/Auln.,Valenciennes 2,3 - 2,17,Hauts de France
115,115,Wasquehal,Maubeuge,1 - 0,17,Hauts de France
116,116,O. Marcquois,Boulogne (2),3 - 0,17,Hauts de France
117,117,Chantilly,St-Omer,2 - 0,17,Hauts de France
118,118,Vimy,Lille 2,1 - 0,17,Hauts de France
119,119,Amiens AC,Amiens Sc (2),2 - 1,18,Hauts de France
120,120,Valenciennes 2,Le Touquet,4 - 2,18,Hauts de France
121,121,Boulogne (2),Maubeuge,2 - 0,18,Hauts de France
122,122,Croix,Vimy,1 - 2,18,Hauts de France
123,123,Feignies/Auln.,Wasquehal,1 - 0,18,Hauts de France
124,124,Lille 2,Chantilly,2 - 0,18,Hauts de France
125,125,St-Omer,O. Marcquois,0 - 0,18,Hauts de France
126,126,Amiens Sc (2),Valenciennes 2,1 - 2,19,Hauts de France
127,127,Vimy,Amiens AC,1 - 0,19,Hauts de France
128,128,Le Touquet,Feignies/Auln.,0 - 2,19,Hauts de France
129,129,Maubeuge,St-Omer,4 - 1,19,Hauts de France
130,130,Wasquehal,Boulogne (2),3 - 1,19,Hauts de France
131,131,O. Marcquois,Lille 2,2 - 1,19,Hauts de France
132,132,Chantilly,Croix,2 - 2,19,Hauts de France
133,133,Valenciennes 2,Vimy,3 - 1,20,Hauts de France
134,134,Lille 2,Maubeuge,0 - 1,20,Hauts de France
135,135,Croix,O. Marcquois,2 - 1,20,Hauts de France
136,136,Feignies/Auln.,Amiens Sc (2),2 - 1,20,Hauts de France
137,137,Le Touquet,Wasquehal,1 - 1,20,Hauts de France
138,138,St-Omer,Boulogne (2),2 - 0,20,Hauts de France
139,139,Amiens AC,Chantilly,2 - 1,20,Hauts de France
140,140,Amiens Sc (2),Le Touquet,5 - 3,21,Hauts de France
141,141,Amiens AC,O. Marcquois,0 - 1,21,Hauts de France
142,142,Boulogne (2),Lille 2,0 - 0,21,Hauts de France
143,143,Vimy,Feignies/Auln.,1 - 1,21,Hauts de France
144,144,Wasquehal,St-Omer,1 - 1,21,Hauts de France
145,145,Maubeuge,Croix,2 - 2,21,Hauts de France
146,146,Chantilly,Valenciennes 2,1 - 0,21,Hauts de France
147,147,Amiens Sc (2),Wasquehal,0 - 2,22,Hauts de France
148,148,Amiens AC,Maubeuge,2 - 0,22,Hauts de France
149,149,Croix,Boulogne (2),1 - 0,22,Hauts de France
150,150,Feignies/Auln.,Chantilly,3 - 0,22,Hauts de France
151,151,Lille 2,St-Omer,0 - 1,22,Hauts de France
152,152,Valenciennes 2,O. Marcquois,1 - 0,22,Hauts de France
153,153,Vimy,Le Touquet,2 - 0,22,Hauts de France
154,154,Boulogne (2),Amiens AC,2 - 2,23,Hauts de France
155,155,Maubeuge,Valenciennes 2,1 - 1,23,Hauts de France
156,156,St-Omer,Croix,0 - 4,23,Hauts de France
157,157,Vimy,Amiens Sc (2),2 - 0,23,Hauts de France
158,158,Wasquehal,Lille 2,2 - 1,23,Hauts de France
159,159,O. Marcquois,Feignies/Auln.,1 - 1,23,Hauts de France
160,160,Chantilly,Le Touquet,3 - 0,23,Hauts de France
161,161,Valenciennes 2,Boulogne (2),1 - 3,24,Hauts de France
162,162,Amiens AC,St-Omer,2 - 1,24,Hauts de France
163,163,Amiens Sc (2),Chantilly,0 - 1,24,Hauts de France
164,164,Croix,Lille 2,1 - 3,24,Hauts de France
165,165,Feignies/Auln.,Maubeuge,1 - 1,24,Hauts de France
166,166,Le Touquet,O. Marcquois,3 - 3,24,Hauts de France
167,167,Vimy,Wasquehal,0 - 1,24,Hauts de France
168,168,Boulogne (2),Feignies/Auln.,0 - 2,25,Hauts de France
169,169,Chantilly,Vimy,1 - 0,25,Hauts de France
170,170,Croix,Wasquehal,2 - 1,25,Hauts de France
171,171,Lille 2,Amiens AC,0 - 0,25,Hauts de France
172,172,Maubeuge,Le Touquet,2 - 2,25,Hauts de France
173,173,O. Marcquois,Amiens Sc (2),2 - 3,25,Hauts de France
174,174,St-Omer,Valenciennes 2,2 - 1,25,Hauts de France
175,175,Amiens AC,Croix,1 - 0,26,Hauts de France
176,176,Amiens Sc (2),Maubeuge,3 - 2,26,Hauts de France
177,177,Feignies/Auln.,St-Omer,1 - 0,26,Hauts de France
178,178,Le Touquet,Boulogne (2),0 - 3,26,Hauts de France
179,179,Valenciennes 2,Lille 2,2 - 4,26,Hauts de France
180,180,Vimy,O. Marcquois,2 - 1,26,Hauts de France
181,181,Wasquehal,Chantilly,5 - 1,26,Hauts de France
0,0,Le Havre 2,Oissel,1 - 1,1,Normandie
1,1,A.F. Virois,Bayeux,3 - 0,1,Normandie
2,2,AG Caen,Dives-Cabourg,0 - 3,1,Normandie
3,3,Alençon,Évreux,2 - 1,1,Normandie
4,4,Cherbourg,Saint-Lô,2 - 3,1,Normandie
5,5,Romilly/Pont St-P.,Dieppe,0 - 0,1,Normandie
6,6,Us Quevilly (2),Avranches (2),0 - 0,1,Normandie
7,7,Évreux,Le Havre 2,2 - 0,2,Normandie
8,8,Alençon,Cherbourg,1 - 1,2,Normandie
9,9,Avranches (2),Saint-Lô,0 - 2,2,Normandie
10,10,Bayeux,AG Caen,0 - 0,2,Normandie
11,11,Dieppe,A.F. Virois,3 - 1,2,Normandie
12,12,Dives-Cabourg,Us Quevilly (2),0 - 1,2,Normandie
13,13,Oissel,Romilly/Pont St-P.,2 - 1,2,Normandie
14,14,Le Havre 2,Alençon,1 - 2,3,Normandie
15,15,Romilly/Pont St-P.,Évreux,1 - 2,3,Normandie
16,16,A.F. Virois,Oissel,2 - 2,3,Normandie
17,17,AG Caen,Dieppe,0 - 1,3,Normandie
18,18,Cherbourg,Avranches (2),1 - 2,3,Normandie
19,19,Saint-Lô,Dives-Cabourg,0 - 0,3,Normandie
20,20,Us Quevilly (2),Bayeux,0 - 2,3,Normandie
21,21,Le Havre 2,Cherbourg,0 - 0,4,Normandie
22,22,Alençon,Romilly/Pont St-P.,4 - 2,4,Normandie
23,23,Bayeux,Saint-Lô,0 - 1,4,Normandie
24,24,Dieppe,Us Quevilly (2),2 - 1,4,Normandie
25,25,Oissel,AG Caen,3 - 1,4,Normandie
26,26,Dives-Cabourg,Avranches (2),2 - 2,4,Normandie
27,27,Évreux,A.F. Virois,2 - 1,4,Normandie
28,28,Romilly/Pont St-P.,Le Havre 2,1 - 0,5,Normandie
29,29,A.F. Virois,Alençon,1 - 1,5,Normandie
30,30,Avranches (2),Bayeux,3 - 0,5,Normandie
31,31,Cherbourg,Dives-Cabourg,3 - 0,5,Normandie
32,32,Saint-Lô,Dieppe,2 - 2,5,Normandie
33,33,Us Quevilly (2),Oissel,0 - 2,5,Normandie
34,34,AG Caen,Évreux,2 - 2,5,Normandie
35,35,Le Havre 2,A.F. Virois,7 - 0,6,Normandie
36,36,Alençon,AG Caen,1 - 1,6,Normandie
37,37,Bayeux,Dives-Cabourg,1 - 3,6,Normandie
38,38,Dieppe,Avranches (2),2 - 0,6,Normandie
39,39,Oissel,Saint-Lô,3 - 0,6,Normandie
40,40,Évreux,Us Quevilly (2),0 - 1,6,Normandie
41,41,Romilly/Pont St-P.,Cherbourg,3 - 2,6,Normandie
42,42,A.F. Virois,Romilly/Pont St-P.,3 - 4,7,Normandie
43,43,AG Caen,Le Havre 2,1 - 2,7,Normandie
44,44,Avranches (2),Oissel,0 - 0,7,Normandie
45,45,Cherbourg,Bayeux,1 - 1,7,Normandie
46,46,Saint-Lô,Évreux,1 - 1,7,Normandie
47,47,Dives-Cabourg,Dieppe,0 - 1,7,Normandie
48,48,Us Quevilly (2),Alençon,1 - 1,7,Normandie
49,49,Le Havre 2,Us Quevilly (2),2 - 0,8,Normandie
50,50,Romilly/Pont St-P.,AG Caen,1 - 3,8,Normandie
51,51,A.F. Virois,Cherbourg,3 - 0,8,Normandie
52,52,Alençon,Saint-Lô,3 - 0,8,Normandie
53,53,Dieppe,Bayeux,2 - 0,8,Normandie
54,54,Oissel,Dives-Cabourg,2 - 2,8,Normandie
55,55,Évreux,Avranches (2),5 - 0,8,Normandie
56,56,Avranches (2),Alençon,0 - 3,9,Normandie
57,57,Cherbourg,Dieppe,1 - 2,9,Normandie
58,58,Saint-Lô,Le Havre 2,1 - 1,9,Normandie
59,59,Évreux,Dives-Cabourg,2 - 1,9,Normandie
60,60,Us Quevilly (2),Romilly/Pont St-P.,4 - 0,9,Normandie
61,61,Bayeux,Oissel,1 - 2,9,Normandie
62,62,AG Caen,A.F. Virois,1 - 6,9,Normandie
63,63,A.F. Virois,Us Quevilly (2),1 - 1,10,Normandie
64,64,AG Caen,Cherbourg,3 - 2,10,Normandie
65,65,Alençon,Dives-Cabourg,2 - 1,10,Normandie
66,66,Évreux,Bayeux,3 - 0,10,Normandie
67,67,Le Havre 2,Avranches (2),1 - 1,10,Normandie
68,68,Romilly/Pont St-P.,Saint-Lô,0 - 3,10,Normandie
69,69,Oissel,Dieppe,1 - 0,10,Normandie
70,70,Avranches (2),Romilly/Pont St-P.,0 - 0,11,Normandie
71,71,Bayeux,Alençon,1 - 2,11,Normandie
72,72,Dieppe,Évreux,1 - 5,11,Normandie
73,73,Saint-Lô,A.F. Virois,3 - 3,11,Normandie
74,74,Dives-Cabourg,Le Havre 2,1 - 0,11,Normandie
75,75,Cherbourg,Oissel,2 - 3,11,Normandie
76,76,Us Quevilly (2),AG Caen,1 - 1,11,Normandie
77,77,AG Caen,Saint-Lô,8 - 4,12,Normandie
78,78,Alençon,Dieppe,0 - 1,12,Normandie
79,79,Bayeux,Le Havre 2,0 - 0,12,Normandie
80,80,Évreux,Oissel,2 - 0,12,Normandie
81,81,Romilly/Pont St-P.,Dives-Cabourg,2 - 0,12,Normandie
82,82,Us Quevilly (2),Cherbourg,2 - 1,12,Normandie
83,83,A.F. Virois,Avranches (2),4 - 0,12,Normandie
84,84,Avranches (2),AG Caen,3 - 1,13,Normandie
85,85,Bayeux,Romilly/Pont St-P.,1 - 1,13,Normandie
86,86,Dieppe,Le Havre 2,1 - 0,13,Normandie
87,87,Dives-Cabourg,A.F. Virois,1 - 3,13,Normandie
88,88,Oissel,Alençon,1 - 1,13,Normandie
89,89,Saint-Lô,Us Quevilly (2),1 - 1,13,Normandie
90,90,Évreux,Cherbourg,2 - 0,13,Normandie
91,91,Le Havre 2,Évreux,0 - 1,14,Normandie
92,92,A.F. Virois,Dieppe,0 - 4,14,Normandie
93,93,AG Caen,Bayeux,2 - 1,14,Normandie
94,94,Cherbourg,Alençon,0 - 2,14,Normandie
95,95,Saint-Lô,Avranches (2),1 - 0,14,Normandie
96,96,Romilly/Pont St-P.,Oissel,0 - 1,14,Normandie
97,97,Us Quevilly (2),Dives-Cabourg,3 - 0,14,Normandie
98,98,Alençon,Le Havre 2,1 - 3,15,Normandie
99,99,Bayeux,Us Quevilly (2),1 - 2,15,Normandie
100,100,Dieppe,AG Caen,1 - 0,15,Normandie
101,101,Oissel,A.F. Virois,0 - 0,15,Normandie
102,102,Avranches (2),Cherbourg,1 - 3,15,Normandie
103,103,Dives-Cabourg,Saint-Lô,2 - 1,15,Normandie
104,104,Évreux,Romilly/Pont St-P.,4 - 1,15,Normandie
105,105,A.F. Virois,Évreux,3 - 4,16,Normandie
106,106,AG Caen,Oissel,1 - 2,16,Normandie
107,107,Cherbourg,Le Havre 2,0 - 3,16,Normandie
108,108,Saint-Lô,Bayeux,2 - 1,16,Normandie
109,109,Avranches (2),Dives-Cabourg,2 - 1,16,Normandie
110,110,Romilly/Pont St-P.,Alençon,1 - 1,16,Normandie
111,111,Us Quevilly (2),Dieppe,5 - 2,16,Normandie
112,112,Le Havre 2,Romilly/Pont St-P.,3 - 0,17,Normandie
113,113,Alençon,A.F. Virois,0 - 1,17,Normandie
114,114,Bayeux,Avranches (2),1 - 4,17,Normandie
115,115,Dieppe,Saint-Lô,1 - 2,17,Normandie
116,116,Évreux,AG Caen,2 - 1,17,Normandie
117,117,Oissel,Us Quevilly (2),2 - 1,17,Normandie
118,118,Dives-Cabourg,Cherbourg,0 - 2,17,Normandie
119,119,A.F. Virois,Le Havre 2,0 - 1,18,Normandie
120,120,AG Caen,Alençon,1 - 2,18,Normandie
121,121,Avranches (2),Dieppe,1 - 0,18,Normandie
122,122,Cherbourg,Romilly/Pont St-P.,2 - 1,18,Normandie
123,123,Saint-Lô,Oissel,0 - 0,18,Normandie
124,124,Dives-Cabourg,Bayeux,2 - 0,18,Normandie
125,125,Us Quevilly (2),Évreux,0 - 8,18,Normandie
126,126,Le Havre 2,AG Caen,2 - 2,19,Normandie
127,127,Romilly/Pont St-P.,A.F. Virois,0 - 3,19,Normandie
128,128,Alençon,Us Quevilly (2),0 - 0,19,Normandie
129,129,Bayeux,Cherbourg,0 - 1,19,Normandie
130,130,Dieppe,Dives-Cabourg,3 - 2,19,Normandie
131,131,Oissel,Avranches (2),1 - 1,19,Normandie
132,132,Évreux,Saint-Lô,3 - 0,19,Normandie
133,133,Us Quevilly (2),Le Havre 2,1 - 0,20,Normandie
134,134,Avranches (2),Évreux,1 - 3,20,Normandie
135,135,Bayeux,Dieppe,1 - 2,20,Normandie
136,136,Cherbourg,A.F. Virois,2 - 2,20,Normandie
137,137,Saint-Lô,Alençon,1 - 0,20,Normandie
138,138,Dives-Cabourg,Oissel,0 - 1,20,Normandie
139,139,AG Caen,Romilly/Pont St-P.,5 - 0,20,Normandie
140,140,Le Havre 2,Saint-Lô,4 - 1,21,Normandie
141,141,A.F. Virois,AG Caen,3 - 2,21,Normandie
142,142,Alençon,Avranches (2),1 - 1,21,Normandie
143,143,Dieppe,Cherbourg,1 - 0,21,Normandie
144,144,Oissel,Bayeux,3 - 0,21,Normandie
145,145,Dives-Cabourg,Évreux,0 - 2,21,Normandie
146,146,Romilly/Pont St-P.,Us Quevilly (2),0 - 0,21,Normandie
147,147,Us Quevilly (2),A.F. Virois,1 - 3,22,Normandie
148,148,Avranches (2),Le Havre 2,2 - 2,22,Normandie
149,149,Bayeux,Évreux,0 - 5,22,Normandie
150,150,Cherbourg,AG Caen,2 - 2,22,Normandie
151,151,Dieppe,Oissel,1 - 2,22,Normandie
152,152,Saint-Lô,Romilly/Pont St-P.,4 - 0,22,Normandie
153,153,Dives-Cabourg,Alençon,2 - 0,22,Normandie
154,154,AG Caen,Us Quevilly (2),3 - 2,23,Normandie
155,155,Le Havre 2,Dives-Cabourg,1 - 3,23,Normandie
156,156,A.F. Virois,Saint-Lô,0 - 0,23,Normandie
157,157,Alençon,Bayeux,2 - 0,23,Normandie
158,158,Oissel,Cherbourg,1 - 1,23,Normandie
159,159,Romilly/Pont St-P.,Avranches (2),1 - 1,23,Normandie
160,160,Évreux,Dieppe,4 - 1,23,Normandie
161,161,Avranches (2),A.F. Virois,1 - 1,24,Normandie
162,162,Le Havre 2,Bayeux,4 - 0,24,Normandie
163,163,Cherbourg,Us Quevilly (2),2 - 1,24,Normandie
164,164,Dieppe,Alençon,1 - 0,24,Normandie
165,165,Oissel,Évreux,3 - 3,24,Normandie
166,166,Saint-Lô,AG Caen,1 - 1,24,Normandie
167,167,Dives-Cabourg,Romilly/Pont St-P.,3 - 1,24,Normandie
168,168,A.F. Virois,Dives-Cabourg,5 - 3,25,Normandie
169,169,AG Caen,Avranches (2),2 - 0,25,Normandie
170,170,Alençon,Oissel,2 - 0,25,Normandie
171,171,Cherbourg,Évreux,1 - 0,25,Normandie
172,172,Le Havre 2,Dieppe,3 - 1,25,Normandie
173,173,Romilly/Pont St-P.,Bayeux,0 - 5,25,Normandie
174,174,Us Quevilly (2),Saint-Lô,3 - 0,25,Normandie
175,175,Avranches (2),Us Quevilly (2),2 - 2,26,Normandie
176,176,Bayeux,A.F. Virois,1 - 1,26,Normandie
177,177,Dieppe,Romilly/Pont St-P.,2 - 1,26,Normandie
178,178,Dives-Cabourg,AG Caen,3 - 1,26,Normandie
179,179,Saint-Lô,Cherbourg,1 - 2,26,Normandie
180,180,Oissel,Le Havre 2,3 - 0    (Forfait),26,Normandie
181,181,Évreux,Alençon,1 - 3,26,Normandie
0,0,Fougères,Dinan/Lehon,0 - 0,1,Bretagne
1,1,Guipry/Messac,Plouzané,2 - 2,1,Bretagne
2,2,Pontivy,Lannion,4 - 0,1,Bretagne
3,3,Saint-P. Milizac,Pontivy,0 - 0,1,Bretagne
4,4,St-Brieuc 2,Brest (2),1 - 3,1,Bretagne
5,5,TA Rennes,Locminé,1 - 0,1,Bretagne
6,6,Tregunc,Stade Rennais 2,0 - 3,1,Bretagne
7,7,Dinan/Lehon,Stade Rennais 2,1 - 1,2,Bretagne
8,8,Guipry/Messac,St-Brieuc 2,0 - 1,2,Bretagne
9,9,Lannion,Brest (2),0 - 3,2,Bretagne
10,10,Locminé,Saint-P. Milizac,2 - 0,2,Bretagne
11,11,Pontivy,Fougères,1 - 2,2,Bretagne
12,12,TA Rennes,Pontivy,1 - 1,2,Bretagne
13,13,Plouzané,Tregunc,0 - 1,2,Bretagne
14,14,Saint-P. Milizac,TA Rennes,2 - 0,3,Bretagne
15,15,Brest (2),Plouzané,2 - 2,3,Bretagne
16,16,Lannion,Locminé,2 - 1,3,Bretagne
17,17,Pontivy,Dinan/Lehon,1 - 1,3,Bretagne
18,18,Stade Rennais 2,Guipry/Messac,4 - 0,3,Bretagne
19,19,St-Brieuc 2,Pontivy,0 - 0,3,Bretagne
20,20,Tregunc,Fougères,0 - 3,3,Bretagne
21,21,Fougères,Saint-P. Milizac,0 - 1,4,Bretagne
22,22,Guipry/Messac,Brest (2),1 - 3,4,Bretagne
23,23,Locminé,Dinan/Lehon,1 - 1,4,Bretagne
24,24,Pontivy,Tregunc,3 - 0,4,Bretagne
25,25,St-Brieuc 2,Pontivy,5 - 0,4,Bretagne
26,26,TA Rennes,Stade Rennais 2,3 - 1,4,Bretagne
27,27,Plouzané,Lannion,1 - 0,4,Bretagne
28,28,Stade Rennais 2,Fougères,1 - 0,5,Bretagne
29,29,Brest (2),TA Rennes,2 - 1,5,Bretagne
30,30,Dinan/Lehon,Plouzané,1 - 1,5,Bretagne
31,31,Lannion,Guipry/Messac,7 - 0,5,Bretagne
32,32,Pontivy,Locminé,1 - 0,5,Bretagne
33,33,Saint-P. Milizac,Pontivy,1 - 2,5,Bretagne
34,34,Tregunc,St-Brieuc 2,1 - 7,5,Bretagne
35,35,Fougères,Brest (2),3 - 1,6,Bretagne
36,36,Guipry/Messac,Dinan/Lehon,0 - 0,6,Bretagne
37,37,Pontivy,Stade Rennais 2,0 - 2,6,Bretagne
38,38,St-Brieuc 2,Saint-P. Milizac,0 - 0,6,Bretagne
39,39,TA Rennes,Lannion,2 - 2,6,Bretagne
40,40,Plouzané,Locminé,0 - 1,6,Bretagne
41,41,Tregunc,Pontivy,0 - 5,6,Bretagne
42,42,Stade Rennais 2,St-Brieuc 2,3 - 5,7,Bretagne
43,43,Brest (2),Pontivy,2 - 2,7,Bretagne
44,44,Dinan/Lehon,TA Rennes,2 - 1,7,Bretagne
45,45,Lannion,Fougères,0 - 2,7,Bretagne
46,46,Locminé,Guipry/Messac,3 - 1,7,Bretagne
47,47,Pontivy,Plouzané,1 - 1,7,Bretagne
48,48,Saint-P. Milizac,Tregunc,4 - 1,7,Bretagne
49,49,Stade Rennais 2,Saint-P. Milizac,2 - 1,8,Bretagne
50,50,Dinan/Lehon,Pontivy,0 - 1,8,Bretagne
51,51,Lannion,St-Brieuc 2,2 - 1,8,Bretagne
52,52,Locminé,Fougères,0 - 2,8,Bretagne
53,53,Pontivy,Guipry/Messac,2 - 0,8,Bretagne
54,54,Brest (2),Tregunc,6 - 0,8,Bretagne
55,55,Plouzané,TA Rennes,0 - 0,8,Bretagne
56,56,Fougères,Plouzané,2 - 0,9,Bretagne
57,57,Pontivy,Locminé,0 - 3,9,Bretagne
58,58,Saint-P. Milizac,Brest (2),5 - 0,9,Bretagne
59,59,Stade Rennais 2,Pontivy,2 - 1,9,Bretagne
60,60,St-Brieuc 2,Dinan/Lehon,0 - 5,9,Bretagne
61,61,TA Rennes,Guipry/Messac,2 - 1,9,Bretagne
62,62,Tregunc,Lannion,1 - 2,9,Bretagne
63,63,Brest (2),Stade Rennais 2,0 - 2,10,Bretagne
64,64,Pontivy,TA Rennes,2 - 0,10,Bretagne
65,65,Dinan/Lehon,Tregunc,5 - 0,10,Bretagne
66,66,Guipry/Messac,Fougères,2 - 2,10,Bretagne
67,67,Lannion,Saint-P. Milizac,2 - 2,10,Bretagne
68,68,Locminé,St-Brieuc 2,1 - 1,10,Bretagne
69,69,Plouzané,Pontivy,0 - 1,10,Bretagne
70,70,Stade Rennais 2,Lannion,1 - 2,11,Bretagne
71,71,Fougères,TA Rennes,1 - 2,11,Bretagne
72,72,Pontivy,Guipry/Messac,0 - 0,11,Bretagne
73,73,Brest (2),Pontivy,4 - 0,11,Bretagne
74,74,Plouzané,St-Brieuc 2,3 - 1,11,Bretagne
75,75,Tregunc,Locminé,0 - 7,11,Bretagne
76,76,Saint-P. Milizac,Dinan/Lehon,2 - 0,11,Bretagne
77,77,Pontivy,Fougères,1 - 0,12,Bretagne
78,78,Saint-P. Milizac,Plouzané,2 - 0,12,Bretagne
79,79,Stade Rennais 2,Locminé,1 - 1,12,Bretagne
80,80,St-Brieuc 2,TA Rennes,3 - 2,12,Bretagne
81,81,Brest (2),Dinan/Lehon,0 - 2,12,Bretagne
82,82,Tregunc,Guipry/Messac,1 - 2,12,Bretagne
83,83,Lannion,Pontivy,2 - 3,12,Bretagne
84,84,Dinan/Lehon,Lannion,1 - 0,13,Bretagne
85,85,Fougères,St-Brieuc 2,0 - 0,13,Bretagne
86,86,Guipry/Messac,Saint-P. Milizac,3 - 5,13,Bretagne
87,87,Locminé,Brest (2),1 - 1,13,Bretagne
88,88,Plouzané,Stade Rennais 2,2 - 1,13,Bretagne
89,89,Pontivy,Pontivy,3 - 2,13,Bretagne
90,90,TA Rennes,Tregunc,3 - 2,13,Bretagne
91,91,Stade Rennais 2,Tregunc,6 - 0,14,Bretagne
92,92,Dinan/Lehon,Fougères,1 - 2,14,Bretagne
93,93,Lannion,Pontivy,3 - 1,14,Bretagne
94,94,Locminé,TA Rennes,3 - 0,14,Bretagne
95,95,Pontivy,Saint-P. Milizac,2 - 2,14,Bretagne
96,96,Brest (2),St-Brieuc 2,0 - 3,14,Bretagne
97,97,Plouzané,Guipry/Messac,2 - 0,14,Bretagne
98,98,Fougères,Pontivy,4 - 1,15,Bretagne
99,99,Pontivy,TA Rennes,1 - 2,15,Bretagne
100,100,Saint-P. Milizac,Locminé,3 - 2,15,Bretagne
101,101,Stade Rennais 2,Dinan/Lehon,3 - 1,15,Bretagne
102,102,St-Brieuc 2,Guipry/Messac,1 - 1,15,Bretagne
103,103,Tregunc,Plouzané,0 - 2,15,Bretagne
104,104,Brest (2),Lannion,3 - 3,15,Bretagne
105,105,Dinan/Lehon,Pontivy,3 - 0,16,Bretagne
106,106,Fougères,Tregunc,10 - 2,16,Bretagne
107,107,Guipry/Messac,Stade Rennais 2,4 - 7,16,Bretagne
108,108,Locminé,Lannion,3 - 0,16,Bretagne
109,109,Plouzané,Brest (2),0 - 4,16,Bretagne
110,110,Pontivy,St-Brieuc 2,2 - 4,16,Bretagne
111,111,TA Rennes,Saint-P. Milizac,3 - 1,16,Bretagne
112,112,Stade Rennais 2,TA Rennes,1 - 1,17,Bretagne
113,113,Brest (2),Guipry/Messac,2 - 0,17,Bretagne
114,114,Dinan/Lehon,Locminé,1 - 1,17,Bretagne
115,115,Lannion,Plouzané,4 - 1,17,Bretagne
116,116,Pontivy,St-Brieuc 2,1 - 1,17,Bretagne
117,117,Saint-P. Milizac,Fougères,2 - 0,17,Bretagne
118,118,Tregunc,Pontivy,0 - 4,17,Bretagne
119,119,Fougères,Stade Rennais 2,4 - 3,18,Bretagne
120,120,Guipry/Messac,Lannion,1 - 2,18,Bretagne
121,121,Locminé,Pontivy,4 - 0,18,Bretagne
122,122,Pontivy,Saint-P. Milizac,0 - 2,18,Bretagne
123,123,St-Brieuc 2,Tregunc,4 - 3,18,Bretagne
124,124,TA Rennes,Brest (2),1 - 5,18,Bretagne
125,125,Plouzané,Dinan/Lehon,1 - 5,18,Bretagne
126,126,Stade Rennais 2,Pontivy,4 - 0,19,Bretagne
127,127,Dinan/Lehon,Guipry/Messac,4 - 0,19,Bretagne
128,128,Lannion,TA Rennes,2 - 1,19,Bretagne
129,129,Locminé,Plouzané,4 - 0,19,Bretagne
130,130,Pontivy,Tregunc,4 - 1,19,Bretagne
131,131,Saint-P. Milizac,St-Brieuc 2,3 - 1,19,Bretagne
132,132,Brest (2),Fougères,3 - 2,19,Bretagne
133,133,Fougères,Lannion,0 - 4,20,Bretagne
134,134,Guipry/Messac,Locminé,2 - 2,20,Bretagne
135,135,Pontivy,Brest (2),1 - 0,20,Bretagne
136,136,St-Brieuc 2,Stade Rennais 2,1 - 0,20,Bretagne
137,137,TA Rennes,Dinan/Lehon,0 - 1,20,Bretagne
138,138,Plouzané,Pontivy,3 - 0,20,Bretagne
139,139,Tregunc,Saint-P. Milizac,1 - 2,20,Bretagne
140,140,Tregunc,Brest (2),0 - 5,21,Bretagne
141,141,Fougères,Locminé,1 - 2,21,Bretagne
142,142,Guipry/Messac,Pontivy,3 - 2,21,Bretagne
143,143,Pontivy,Dinan/Lehon,2 - 1,21,Bretagne
144,144,Saint-P. Milizac,Stade Rennais 2,0 - 2,21,Bretagne
145,145,St-Brieuc 2,Lannion,1 - 1,21,Bretagne
146,146,TA Rennes,Plouzané,0 - 0,21,Bretagne
147,147,Dinan/Lehon,St-Brieuc 2,4 - 2,22,Bretagne
148,148,Guipry/Messac,TA Rennes,1 - 1,22,Bretagne
149,149,Lannion,Tregunc,6 - 0,22,Bretagne
150,150,Locminé,Pontivy,3 - 3,22,Bretagne
151,151,Pontivy,Stade Rennais 2,1 - 1,22,Bretagne
152,152,Brest (2),Saint-P. Milizac,2 - 2,22,Bretagne
153,153,Plouzané,Fougères,2 - 3,22,Bretagne
154,154,Stade Rennais 2,Brest (2),2 - 3,23,Bretagne
155,155,Fougères,Guipry/Messac,3 - 2,23,Bretagne
156,156,Pontivy,Plouzané,2 - 1,23,Bretagne
157,157,Saint-P. Milizac,Lannion,1 - 1,23,Bretagne
158,158,St-Brieuc 2,Locminé,3 - 2,23,Bretagne
159,159,TA Rennes,Pontivy,4 - 0,23,Bretagne
160,160,Tregunc,Dinan/Lehon,1 - 1,23,Bretagne
161,161,Dinan/Lehon,Saint-P. Milizac,1 - 1,24,Bretagne
