,Unnamed: 0,Equipe_Dom,Equipe_Ext,Score,Journee,Region
32,32,Mulhouse Fc,Troyes (2),0 - 2,5,Grand est
33,33,Sarre-Union,Raon-l'Étape,2 - 0,5,Grand est
34,34,Thaon,St-Louis/Neuw.,3 - 3,5,Grand est
35,35,Prix-lès-Méz.,Mulhouse Fc,3 - 2,6,Grand est
36,36,Troyes (2),Illkirch-Graffen,0 - 0,6,Grand est
37,37,Nancy (2),Colmar,0 - 0,6,Grand est
38,38,Strasbourg (2),Sarre-Union,1 - 1,6,Grand est
39,39,Biesheim,Thaon,2 - 1,6,Grand est
40,40,Raon-l'Étape,Epernay RC,1 - 0,6,Grand est
41,41,St-Louis/Neuw.,Amnéville,2 - 0,6,Grand est
42,42,Amnéville,Biesheim,0 - 1,7,Grand est
43,43,Epernay RC,Colmar,0 - 5,7,Grand est
44,44,Illkirch-Graffen,Prix-lès-Méz.,1 - 1,7,Grand est
45,45,Raon-l'Étape,Strasbourg (2),1 - 1,7,Grand est
46,46,Sarre-Union,St-Louis/Neuw.,0 - 2,7,Grand est
47,47,Thaon,Troyes (2),3 - 2,7,Grand est
48,48,Mulhouse Fc,Nancy (2),2 - 1,7,Grand est
49,49,Prix-lès-Méz.,Thaon,1 - 3,8,Grand est
50,50,Biesheim,Sarre-Union,2 - 2,8,Grand est
51,51,Colmar,Mulhouse Fc,1 - 0,8,Grand est
52,52,St-Louis/Neuw.,Raon-l'Étape,0 - 0,8,Grand est
53,53,Troyes (2),Amnéville,2 - 1,8,Grand est
54,54,Nancy (2),Illkirch-Graffen,1 - 1,8,Grand est
55,55,Strasbourg (2),Epernay RC,0 - 1,8,Grand est
56,56,Illkirch-Graffen,Colmar,2 - 3,9,Grand est
57,57,Amnéville,Prix-lès-Méz.,5 - 0,9,Grand est
58,58,Strasbourg (2),St-Louis/Neuw.,4 - 1,9,Grand est
59,59,Thaon,Nancy (2),0 - 1,9,Grand est
60,60,Epernay RC,Mulhouse Fc,0 - 0,9,Grand est
61,61,Sarre-Union,Troyes (2),1 - 1,9,Grand est
62,62,Raon-l'Étape,Biesheim,3 - 0,9,Grand est
63,63,Prix-lès-Méz.,Sarre-Union,1 - 1,10,Grand est
64,64,St-Louis/Neuw.,Epernay RC,1 - 3,10,Grand est
65,65,Troyes (2),Raon-l'Étape,2 - 2,10,Grand est
66,66,Biesheim,Strasbourg (2),1 - 0,10,Grand est
67,67,Colmar,Thaon,2 - 1,10,Grand est
68,68,Mulhouse Fc,Illkirch-Graffen,4 - 1,10,Grand est
69,69,Nancy (2),Amnéville,1 - 0,10,Grand est
70,70,Sarre-Union,Nancy (2),0 - 2,11,Grand est
71,71,Epernay RC,Illkirch-Graffen,1 - 0,11,Grand est
72,72,Amnéville,Colmar,1 - 4,11,Grand est
73,73,Thaon,Mulhouse Fc,4 - 0,11,Grand est
74,74,Raon-l'Étape,Prix-lès-Méz.,0 - 1,11,Grand est
75,75,St-Louis/Neuw.,Biesheim,3 - 1,11,Grand est
76,76,Strasbourg (2),Troyes (2),1 - 1,11,Grand est
77,77,Illkirch-Graffen,Thaon,3 - 4,12,Grand est
78,78,Nancy (2),Raon-l'Étape,1 - 4,12,Grand est
79,79,Biesheim,Epernay RC,1 - 0,12,Grand est
80,80,Colmar,Sarre-Union,1 - 0,12,Grand est
81,81,Prix-lès-Méz.,Strasbourg (2),1 - 2,12,Grand est
82,82,Troyes (2),St-Louis/Neuw.,6 - 4,12,Grand est
83,83,Mulhouse Fc,Amnéville,3 - 0,12,Grand est
84,84,Epernay RC,Thaon,1 - 2,13,Grand est
85,85,Biesheim,Troyes (2),2 - 2,13,Grand est
86,86,Raon-l'Étape,Colmar,0 - 1,13,Grand est
87,87,Sarre-Union,Mulhouse Fc,3 - 2,13,Grand est
88,88,St-Louis/Neuw.,Prix-lès-Méz.,1 - 1,13,Grand est
89,89,Strasbourg (2),Nancy (2),2 - 1,13,Grand est
90,90,Amnéville,Illkirch-Graffen,0 - 1,13,Grand est
91,91,Prix-lès-Méz.,Epernay RC,0 - 1,14,Grand est
92,92,Raon-l'Étape,Thaon,1 - 1,14,Grand est
93,93,Sarre-Union,Amnéville,2 - 0,14,Grand est
94,94,St-Louis/Neuw.,Mulhouse Fc,0 - 1,14,Grand est
95,95,Troyes (2),Nancy (2),1 - 2,14,Grand est
96,96,Strasbourg (2),Illkirch-Graffen,1 - 1,14,Grand est
97,97,Biesheim,Colmar,1 - 2,14,Grand est
98,98,Amnéville,Raon-l'Étape,0 - 1,15,Grand est
99,99,Epernay RC,Sarre-Union,2 - 3,15,Grand est
100,100,Colmar,Troyes (2),6 - 2,15,Grand est
101,101,Illkirch-Graffen,St-Louis/Neuw.,3 - 1,15,Grand est
102,102,Mulhouse Fc,Biesheim,1 - 1,15,Grand est
103,103,Thaon,Strasbourg (2),0 - 3,15,Grand est
104,104,Nancy (2),Prix-lès-Méz.,1 - 2,15,Grand est
105,105,Prix-lès-Méz.,Colmar,0 - 0,16,Grand est
106,106,Biesheim,Illkirch-Graffen,1 - 1,16,Grand est
107,107,Raon-l'Étape,Sarre-Union,2 - 1,16,Grand est
108,108,St-Louis/Neuw.,Thaon,1 - 0,16,Grand est
109,109,Troyes (2),Mulhouse Fc,4 - 2,16,Grand est
110,110,Nancy (2),Epernay RC,1 - 1,16,Grand est
111,111,Strasbourg (2),Amnéville,2 - 1,16,Grand est
112,112,Colmar,Nancy (2),3 - 0,17,Grand est
113,113,Amnéville,St-Louis/Neuw.,1 - 0,17,Grand est
114,114,Epernay RC,Raon-l'Étape,2 - 2,17,Grand est
115,115,Illkirch-Graffen,Troyes (2),1 - 3,17,Grand est
116,116,Mulhouse Fc,Prix-lès-Méz.,2 - 3,17,Grand est
117,117,Sarre-Union,Strasbourg (2),0 - 0,17,Grand est
118,118,Thaon,Biesheim,3 - 0,17,Grand est
119,119,Strasbourg (2),Raon-l'Étape,2 - 2,18,Grand est
120,120,Nancy (2),Mulhouse Fc,1 - 2,18,Grand est
121,121,Troyes (2),Thaon,3 - 1,18,Grand est
122,122,Biesheim,Amnéville,3 - 1,18,Grand est
123,123,Colmar,Epernay RC,0 - 0,18,Grand est
124,124,St-Louis/Neuw.,Sarre-Union,3 - 3,18,Grand est
125,125,Prix-lès-Méz.,Illkirch-Graffen,0 - 0,18,Grand est
126,126,Illkirch-Graffen,Nancy (2),1 - 3,19,Grand est
127,127,Amnéville,Troyes (2),2 - 0,19,Grand est
128,128,Epernay RC,Strasbourg (2),2 - 0,19,Grand est
129,129,Mulhouse Fc,Colmar,1 - 1,19,Grand est
130,130,Sarre-Union,Biesheim,0 - 1,19,Grand est
131,131,Raon-l'Étape,St-Louis/Neuw.,2 - 1,19,Grand est
132,132,Thaon,Prix-lès-Méz.,0 - 0,19,Grand est
133,133,Prix-lès-Méz.,Amnéville,2 - 1,20,Grand est
134,134,Biesheim,Raon-l'Étape,0 - 2,20,Grand est
135,135,Troyes (2),Sarre-Union,1 - 0,20,Grand est
136,136,Colmar,Illkirch-Graffen,3 - 0,20,Grand est
137,137,Mulhouse Fc,Epernay RC,2 - 0,20,Grand est
138,138,St-Louis/Neuw.,Strasbourg (2),0 - 2,20,Grand est
139,139,Nancy (2),Thaon,1 - 2,20,Grand est
140,140,Raon-l'Étape,Troyes (2),1 - 1,21,Grand est
141,141,Thaon,Colmar,0 - 1,21,Grand est
142,142,Amnéville,Nancy (2),0 - 6,21,Grand est
143,143,Epernay RC,St-Louis/Neuw.,1 - 2,21,Grand est
144,144,Illkirch-Graffen,Mulhouse Fc,1 - 1,21,Grand est
145,145,Sarre-Union,Prix-lès-Méz.,3 - 0,21,Grand est
146,146,Strasbourg (2),Biesheim,0 - 2,21,Grand est
147,147,Prix-lès-Méz.,Raon-l'Étape,3 - 0,22,Grand est
148,148,Troyes (2),Strasbourg (2),3 - 1,22,Grand est
149,149,Biesheim,St-Louis/Neuw.,1 - 0,22,Grand est
150,150,Colmar,Amnéville,4 - 1,22,Grand est
151,151,Illkirch-Graffen,Epernay RC,5 - 3,22,Grand est
152,152,Mulhouse Fc,Thaon,2 - 2,22,Grand est
153,153,Nancy (2),Sarre-Union,2 - 4,22,Grand est
154,154,Amnéville,Mulhouse Fc,0 - 6,23,Grand est
155,155,Epernay RC,Biesheim,1 - 1,23,Grand est
156,156,Raon-l'Étape,Nancy (2),2 - 2,23,Grand est
157,157,Sarre-Union,Colmar,4 - 0,23,Grand est
158,158,St-Louis/Neuw.,Troyes (2),0 - 2,23,Grand est
159,159,Thaon,Illkirch-Graffen,0 - 1,23,Grand est
160,160,Strasbourg (2),Prix-lès-Méz.,2 - 0,23,Grand est
161,161,Colmar,Raon-l'Étape,1 - 2,24,Grand est
162,162,Illkirch-Graffen,Amnéville,3 - 1,24,Grand est
163,163,Nancy (2),Strasbourg (2),3 - 1,24,Grand est
164,164,Troyes (2),Biesheim,6 - 1,24,Grand est
165,165,Prix-lès-Méz.,St-Louis/Neuw.,2 - 0,24,Grand est
166,166,Mulhouse Fc,Sarre-Union,5 - 0,24,Grand est
167,167,Thaon,Epernay RC,0 - 1,24,Grand est
168,168,Strasbourg (2),Colmar,1 - 0,25,Grand est
169,169,Biesheim,Prix-lès-Méz.,4 - 0,25,Grand est
170,170,Raon-l'Étape,Mulhouse Fc,2 - 0,25,Grand est
171,171,Sarre-Union,Illkirch-Graffen,4 - 2,25,Grand est
172,172,St-Louis/Neuw.,Nancy (2),1 - 0,25,Grand est
173,173,Troyes (2),Epernay RC,0 - 0,25,Grand est
174,174,Amnéville,Thaon,0 - 3,25,Grand est
175,175,Nancy (2),Biesheim,5 - 2,26,Grand est
176,176,Prix-lès-Méz.,Troyes (2),0 - 2,26,Grand est
177,177,Colmar,St-Louis/Neuw.,4 - 2,26,Grand est
178,178,Epernay RC,Amnéville,6 - 1,26,Grand est
179,179,Illkirch-Graffen,Raon-l'Étape,2 - 2,26,Grand est
180,180,Mulhouse Fc,Strasbourg (2),1 - 3,26,Grand est
181,181,Thaon,Sarre-Union,1 - 3,26,Grand est
0,0,Agde,Toulouse (2),2 - 1,1,Occitanie
1,1,Blagnac,Albères/Argelès,3 - 0,1,Occitanie
2,2,Castanet,Nîmes (2),2 - 0,1,Occitanie
3,3,Balma,Fabrègues,2 - 0,1,Occitanie
4,4,Alès,Rodez 2,1 - 2,1,Occitanie
5,5,Uss Aigues-Mortes,Muret,0 - 0,1,Occitanie
6,6,FU Narbonne,Beaucaire,1 - 2,1,Occitanie
7,7,Rodez 2,Blagnac,1 - 2,2,Occitanie
8,8,Fabrègues,Uss Aigues-Mortes,0 - 2,2,Occitanie
9,9,Nîmes (2),Agde,0 - 0,2,Occitanie
10,10,Albères/Argelès,Castanet,2 - 2,2,Occitanie
11,11,Beaucaire,Toulouse (2),2 - 0,2,Occitanie
12,12,Muret,Alès,0 - 1,2,Occitanie
13,13,FU Narbonne,Balma,2 - 0,2,Occitanie
14,14,Agde,Albères/Argelès,1 - 0,3,Occitanie
15,15,Blagnac,Muret,2 - 2,3,Occitanie
16,16,Toulouse (2),Nîmes (2),1 - 1,3,Occitanie
17,17,Balma,Beaucaire,3 - 0,3,Occitanie
18,18,Castanet,Rodez 2,2 - 3,3,Occitanie
19,19,Alès,Fabrègues,3 - 1,3,Occitanie
20,20,Uss Aigues-Mortes,FU Narbonne,2 - 0,3,Occitanie
21,21,Rodez 2,Agde,3 - 3,4,Occitanie
22,22,Balma,Uss Aigues-Mortes,0 - 3,4,Occitanie
23,23,Albères/Argelès,Toulouse (2),1 - 1,4,Occitanie
24,24,Beaucaire,Nîmes (2),3 - 0,4,Occitanie
25,25,Muret,Castanet,0 - 4,4,Occitanie
26,26,Fabrègues,Blagnac,0 - 4,4,Occitanie
27,27,FU Narbonne,Alès,2 - 5,4,Occitanie
28,28,Toulouse (2),Rodez 2,3 - 0,5,Occitanie
29,29,Agde,Muret,0 - 0,5,Occitanie
30,30,Blagnac,FU Narbonne,1 - 1,5,Occitanie
31,31,Castanet,Fabrègues,1 - 2,5,Occitanie
32,32,Nîmes (2),Albères/Argelès,0 - 2,5,Occitanie
33,33,Alès,Balma,4 - 0,5,Occitanie
34,34,Uss Aigues-Mortes,Beaucaire,0 - 0,5,Occitanie
35,35,FU Narbonne,Castanet,0 - 1,6,Occitanie
36,36,Balma,Blagnac,1 - 1,6,Occitanie
37,37,Beaucaire,Albères/Argelès,3 - 0,6,Occitanie
38,38,Muret,Toulouse (2),2 - 0,6,Occitanie
39,39,Fabrègues,Agde,0 - 2,6,Occitanie
40,40,Rodez 2,Nîmes (2),6 - 4,6,Occitanie
41,41,Uss Aigues-Mortes,Alès,0 - 3,6,Occitanie
42,42,Nîmes (2),Muret,0 - 1,7,Occitanie
43,43,Agde,FU Narbonne,2 - 2,7,Occitanie
44,44,Blagnac,Uss Aigues-Mortes,1 - 3,7,Occitanie
45,45,Castanet,Balma,1 - 2,7,Occitanie
46,46,Albères/Argelès,Rodez 2,4 - 4,7,Occitanie
47,47,Alès,Beaucaire,2 - 0,7,Occitanie
48,48,Toulouse (2),Fabrègues,2 - 0,7,Occitanie
49,49,FU Narbonne,Toulouse (2),0 - 4,8,Occitanie
50,50,Balma,Agde,0 - 1,8,Occitanie
51,51,Alès,Blagnac,1 - 0,8,Occitanie
52,52,Beaucaire,Rodez 2,1 - 3,8,Occitanie
53,53,Muret,Albères/Argelès,1 - 1,8,Occitanie
54,54,Fabrègues,Nîmes (2),2 - 1,8,Occitanie
55,55,Uss Aigues-Mortes,Castanet,3 - 1,8,Occitanie
56,56,Rodez 2,Muret,0 - 2,9,Occitanie
57,57,Agde,Uss Aigues-Mortes,2 - 0,9,Occitanie
58,58,Blagnac,Beaucaire,0 - 1,9,Occitanie
59,59,Nîmes (2),FU Narbonne,1 - 2,9,Occitanie
60,60,Castanet,Alès,0 - 3,9,Occitanie
61,61,Albères/Argelès,Fabrègues,3 - 0,9,Occitanie
62,62,Toulouse (2),Balma,1 - 2,9,Occitanie
63,63,FU Narbonne,Albères/Argelès,0 - 0,10,Occitanie
64,64,Balma,Nîmes (2),1 - 0,10,Occitanie
65,65,Alès,Agde,0 - 1,10,Occitanie
66,66,Beaucaire,Muret,2 - 2,10,Occitanie
67,67,Fabrègues,Rodez 2,0 - 1,10,Occitanie
68,68,Uss Aigues-Mortes,Toulouse (2),2 - 2,10,Occitanie
69,69,Blagnac,Castanet,2 - 1,10,Occitanie
70,70,Agde,Blagnac,2 - 1,11,Occitanie
71,71,Albères/Argelès,Balma,4 - 0,11,Occitanie
72,72,Muret,Fabrègues,0 - 0,11,Occitanie
73,73,Rodez 2,FU Narbonne,1 - 2,11,Occitanie
74,74,Nîmes (2),Uss Aigues-Mortes,3 - 1,11,Occitanie
75,75,Castanet,Beaucaire,5 - 3,11,Occitanie
76,76,Toulouse (2),Alès,0 - 2,11,Occitanie
77,77,Blagnac,Toulouse (2),1 - 1,12,Occitanie
78,78,FU Narbonne,Muret,3 - 0,12,Occitanie
79,79,Balma,Rodez 2,2 - 2,12,Occitanie
80,80,Castanet,Agde,0 - 3,12,Occitanie
81,81,Alès,Nîmes (2),3 - 1,12,Occitanie
82,82,Uss Aigues-Mortes,Albères/Argelès,0 - 0,12,Occitanie
83,83,Beaucaire,Fabrègues,0 - 0,12,Occitanie
84,84,Nîmes (2),Blagnac,1 - 1,13,Occitanie
85,85,Muret,Balma,2 - 4,13,Occitanie
86,86,Fabrègues,FU Narbonne,1 - 0,13,Occitanie
87,87,Rodez 2,Uss Aigues-Mortes,1 - 1,13,Occitanie
88,88,Toulouse (2),Castanet,3 - 2,13,Occitanie
89,89,Beaucaire,Agde,1 - 2,13,Occitanie
90,90,Albères/Argelès,Alès,2 - 2,13,Occitanie
91,91,Agde,Nîmes (2),0 - 2,14,Occitanie
92,92,Blagnac,Rodez 2,2 - 0,14,Occitanie
93,93,Balma,FU Narbonne,0 - 1,14,Occitanie
94,94,Alès,Muret,1 - 0,14,Occitanie
95,95,Toulouse (2),Beaucaire,0 - 1,14,Occitanie
96,96,Uss Aigues-Mortes,Fabrègues,0 - 0,14,Occitanie
97,97,Castanet,Albères/Argelès,1 - 0,14,Occitanie
98,98,Rodez 2,Castanet,1 - 2,15,Occitanie
99,99,Nîmes (2),Toulouse (2),0 - 2,15,Occitanie
100,100,Beaucaire,Balma,3 - 0,15,Occitanie
101,101,FU Narbonne,Uss Aigues-Mortes,3 - 0,15,Occitanie
102,102,Albères/Argelès,Agde,1 - 0,15,Occitanie
103,103,Muret,Blagnac,3 - 1,15,Occitanie
104,104,Fabrègues,Alès,0 - 1,15,Occitanie
105,105,Agde,Rodez 2,0 - 0,16,Occitanie
106,106,Blagnac,Fabrègues,3 - 0,16,Occitanie
107,107,Nîmes (2),Beaucaire,2 - 1,16,Occitanie
108,108,Castanet,Muret,3 - 0,16,Occitanie
109,109,Alès,FU Narbonne,0 - 1,16,Occitanie
110,110,Toulouse (2),Albères/Argelès,3 - 0,16,Occitanie
111,111,Uss Aigues-Mortes,Balma,0 - 0,16,Occitanie
112,112,Rodez 2,Toulouse (2),1 - 1,17,Occitanie
113,113,FU Narbonne,Blagnac,2 - 1,17,Occitanie
114,114,Balma,Alès,0 - 2,17,Occitanie
115,115,Albères/Argelès,Nîmes (2),0 - 0,17,Occitanie
116,116,Muret,Agde,0 - 1,17,Occitanie
117,117,Fabrègues,Castanet,2 - 0,17,Occitanie
118,118,Beaucaire,Uss Aigues-Mortes,1 - 2,17,Occitanie
119,119,Toulouse (2),Muret,2 - 2,18,Occitanie
120,120,Agde,Fabrègues,2 - 0,18,Occitanie
121,121,Blagnac,Balma,0 - 1,18,Occitanie
122,122,Nîmes (2),Rodez 2,1 - 0,18,Occitanie
123,123,Castanet,FU Narbonne,1 - 1,18,Occitanie
124,124,Albères/Argelès,Beaucaire,1 - 0,18,Occitanie
125,125,Alès,Uss Aigues-Mortes,3 - 1,18,Occitanie
126,126,FU Narbonne,Agde,1 - 1,19,Occitanie
127,127,Balma,Castanet,1 - 0,19,Occitanie
128,128,Muret,Nîmes (2),1 - 4,19,Occitanie
129,129,Beaucaire,Alès,1 - 3,19,Occitanie
130,130,Fabrègues,Toulouse (2),1 - 5,19,Occitanie
131,131,Rodez 2,Albères/Argelès,5 - 1,19,Occitanie
132,132,Uss Aigues-Mortes,Blagnac,3 - 0,19,Occitanie
133,133,Rodez 2,Beaucaire,3 - 0,20,Occitanie
134,134,Agde,Balma,0 - 1,20,Occitanie
135,135,Blagnac,Alès,1 - 3,20,Occitanie
136,136,Castanet,Uss Aigues-Mortes,0 - 3,20,Occitanie
137,137,Nîmes (2),Fabrègues,1 - 1,20,Occitanie
138,138,Albères/Argelès,Muret,1 - 1,20,Occitanie
139,139,Toulouse (2),FU Narbonne,1 - 0,20,Occitanie
140,140,Fabrègues,Albères/Argelès,1 - 3,21,Occitanie
141,141,FU Narbonne,Nîmes (2),2 - 4,21,Occitanie
142,142,Balma,Toulouse (2),0 - 3,21,Occitanie
143,143,Alès,Castanet,1 - 0,21,Occitanie
144,144,Beaucaire,Blagnac,2 - 1,21,Occitanie
145,145,Muret,Rodez 2,1 - 1,21,Occitanie
146,146,Uss Aigues-Mortes,Agde,3 - 1,21,Occitanie
147,147,Rodez 2,Fabrègues,3 - 1,22,Occitanie
148,148,Agde,Alès,3 - 0,22,Occitanie
149,149,Castanet,Blagnac,0 - 0,22,Occitanie
150,150,Nîmes (2),Balma,0 - 0,22,Occitanie
151,151,Albères/Argelès,FU Narbonne,3 - 0,22,Occitanie
152,152,Muret,Beaucaire,1 - 3,22,Occitanie
153,153,Toulouse (2),Uss Aigues-Mortes,2 - 0,22,Occitanie
154,154,Blagnac,Agde,0 - 0,23,Occitanie
155,155,Fabrègues,Muret,0 - 0,23,Occitanie
156,156,FU Narbonne,Rodez 2,3 - 3,23,Occitanie
157,157,Balma,Albères/Argelès,2 - 2,23,Occitanie
158,158,Alès,Toulouse (2),1 - 1,23,Occitanie
159,159,Beaucaire,Castanet,3 - 3,23,Occitanie
160,160,Uss Aigues-Mortes,Nîmes (2),2 - 0,23,Occitanie
161,161,Toulouse (2),Blagnac,1 - 1,24,Occitanie
162,162,Agde,Castanet,0 - 1,24,Occitanie
163,163,Nîmes (2),Alès,2 - 2,24,Occitanie
164,164,Albères/Argelès,Uss Aigues-Mortes,3 - 0,24,Occitanie
165,165,Muret,FU Narbonne,1 - 2,24,Occitanie
166,166,Fabrègues,Beaucaire,0 - 1,24,Occitanie
167,167,Rodez 2,Balma,3 - 3,24,Occitanie
168,168,Agde,Beaucaire,5 - 3,25,Occitanie
169,169,Alès,Albères/Argelès,2 - 1,25,Occitanie
170,170,Balma,Muret,4 - 0,25,Occitanie
171,171,Blagnac,Nîmes (2),2 - 1,25,Occitanie
172,172,Castanet,Toulouse (2),4 - 2,25,Occitanie
173,173,FU Narbonne,Fabrègues,1 - 3,25,Occitanie
174,174,Uss Aigues-Mortes,Rodez 2,4 - 0,25,Occitanie
175,175,Albères/Argelès,Blagnac,0 - 4,26,Occitanie
176,176,Beaucaire,FU Narbonne,6 - 1,26,Occitanie
177,177,Fabrègues,Balma,2 - 2,26,Occitanie
178,178,Muret,Uss Aigues-Mortes,1 - 5,26,Occitanie
179,179,Nîmes (2),Castanet,0 - 1,26,Occitanie
180,180,Rodez 2,Alès,2 - 3,26,Occitanie
181,181,Toulouse (2),Agde,3 - 2,26,Occitanie
0,0,Lille 2,Valenciennes 2,5 - 2,1,Hauts de France
1,1,Boulogne (2),Le Touquet,3 - 0,1,Hauts de France
2,2,Croix,Amiens AC,0 - 0,1,Hauts de France
3,3,Maubeuge,Amiens Sc (2),1 - 1,1,Hauts de France
4,4,St-Omer,Feignies/Auln.,0 - 0,1,Hauts de France
5,5,O. Marcquois,Vimy,3 - 2,1,Hauts de France
6,6,Chantilly,Wasquehal,1 - 3,1,Hauts de France
7,7,Amiens Sc (2),Boulogne (2),1 - 0,2,Hauts de France
8,8,Chantilly,O. Marcquois,1 - 1,2,Hauts de France
9,9,Feignies/Auln.,Lille 2,3 - 2,2,Hauts de France
10,10,Le Touquet,St-Omer,1 - 1,2,Hauts de France
11,11,Valenciennes 2,Croix,2 - 0,2,Hauts de France
12,12,Vimy,Maubeuge,0 - 2,2,Hauts de France
13,13,Wasquehal,Amiens AC,2 - 1,2,Hauts de France
14,14,Boulogne (2),Vimy,2 - 1,3,Hauts de France
15,15,Croix,Feignies/Auln.,0 - 3,3,Hauts de France
16,16,Lille 2,Le Touquet,4 - 0,3,Hauts de France
17,17,Maubeuge,Chantilly,3 - 2,3,Hauts de France
18,18,St-Omer,Amiens Sc (2),0 - 0,3,Hauts de France
19,19,O. Marcquois,Wasquehal,1 - 1,3,Hauts de France
20,20,Valenciennes 2,Amiens AC,1 - 1,3,Hauts de France
21,21,Chantilly,Boulogne (2),3 - 0,4,Hauts de France
22,22,Amiens Sc (2),Lille 2,2 - 2,4,Hauts de France
23,23,Feignies/Auln.,Amiens AC,0 - 3,4,Hauts de France
24,24,Le Touquet,Croix,3 - 2,4,Hauts de France
25,25,Wasquehal,Valenciennes 2,1 - 1,4,Hauts de France
26,26,O. Marcquois,Maubeuge,2 - 1,4,Hauts de France
27,27,Vimy,St-Omer,3 - 0,4,Hauts de France
28,28,Boulogne (2),O. Marcquois,0 - 2,5,Hauts de France
29,29,Croix,Amiens Sc (2),1 - 0,5,Hauts de France
30,30,Le Touquet,Amiens AC,2 - 4,5,Hauts de France
31,31,Lille 2,Vimy,2 - 0,5,Hauts de France
32,32,Maubeuge,Wasquehal,1 - 2,5,Hauts de France
33,33,St-Omer,Chantilly,1 - 1,5,Hauts de France
34,34,Valenciennes 2,Feignies/Auln.,0 - 0,5,Hauts de France
35,35,Le Touquet,Valenciennes 2,0 - 2,6,Hauts de France
36,36,Maubeuge,Boulogne (2),1 - 0,6,Hauts de France
37,37,Wasquehal,Feignies/Auln.,1 - 2,6,Hauts de France
38,38,O. Marcquois,St-Omer,3 - 0,6,Hauts de France
39,39,Amiens Sc (2),Amiens AC,2 - 0,6,Hauts de France
40,40,Chantilly,Lille 2,1 - 3,6,Hauts de France
41,41,Vimy,Croix,4 - 1,6,Hauts de France
42,42,Valenciennes 2,Amiens Sc (2),2 - 1,7,Hauts de France
43,43,Boulogne (2),Wasquehal,1 - 0,7,Hauts de France
44,44,Croix,Chantilly,3 - 0,7,Hauts de France
45,45,Feignies/Auln.,Le Touquet,1 - 2,7,Hauts de France
46,46,Lille 2,O. Marcquois,1 - 0,7,Hauts de France
47,47,St-Omer,Maubeuge,2 - 2,7,Hauts de France
48,48,Amiens AC,Vimy,2 - 1,7,Hauts de France
49,49,Amiens Sc (2),Feignies/Auln.,0 - 2,8,Hauts de France
50,50,Chantilly,Amiens AC,0 - 0,8,Hauts de France
51,51,Boulogne (2),St-Omer,1 - 0,8,Hauts de France
52,52,Maubeuge,Lille 2,2 - 3,8,Hauts de France
53,53,Wasquehal,Le Touquet,3 - 1,8,Hauts de France
54,54,O. Marcquois,Croix,0 - 1,8,Hauts de France
55,55,Vimy,Valenciennes 2,4 - 2,8,Hauts de France
56,56,Lille 2,Boulogne (2),4 - 0,9,Hauts de France
57,57,Valenciennes 2,Chantilly,2 - 1,9,Hauts de France
58,58,Croix,Maubeuge,1 - 2,9,Hauts de France
59,59,Le Touquet,Amiens Sc (2),1 - 2,9,Hauts de France
60,60,St-Omer,Wasquehal,1 - 0,9,Hauts de France
61,61,O. Marcquois,Amiens AC,2 - 1,9,Hauts de France
62,62,Feignies/Auln.,Vimy,3 - 0,9,Hauts de France
63,63,Chantilly,Feignies/Auln.,1 - 1,10,Hauts de France
64,64,Le Touquet,Vimy,2 - 1,10,Hauts de France
65,65,Boulogne (2),Croix,1 - 0,10,Hauts de France
66,66,Maubeuge,Amiens AC,3 - 0,10,Hauts de France
67,67,St-Omer,Lille 2,2 - 0,10,Hauts de France
68,68,Wasquehal,Amiens Sc (2),4 - 0,10,Hauts de France
69,69,O. Marcquois,Valenciennes 2,2 - 1,10,Hauts de France
70,70,Amiens AC,Boulogne (2),3 - 0,11,Hauts de France
71,71,Feignies/Auln.,O. Marcquois,0 - 3,11,Hauts de France
72,72,Lille 2,Wasquehal,0 - 1,11,Hauts de France
73,73,Valenciennes 2,Maubeuge,1 - 2,11,Hauts de France
74,74,Amiens Sc (2),Vimy,4 - 1,11,Hauts de France
75,75,Le Touquet,Chantilly,1 - 3,11,Hauts de France
76,76,Croix,St-Omer,2 - 0,11,Hauts de France
77,77,Boulogne (2),Valenciennes 2,1 - 2,12,Hauts de France
78,78,Lille 2,Croix,2 - 1,12,Hauts de France
79,79,Maubeuge,Feignies/Auln.,2 - 0,12,Hauts de France
80,80,St-Omer,Amiens AC,1 - 0,12,Hauts de France
81,81,Wasquehal,Vimy,1 - 1,12,Hauts de France
82,82,O. Marcquois,Le Touquet,2 - 2,12,Hauts de France
83,83,Chantilly,Amiens Sc (2),0 - 3,12,Hauts de France
84,84,Amiens AC,Lille 2,2 - 0,13,Hauts de France
85,85,Valenciennes 2,St-Omer,2 - 0,13,Hauts de France
86,86,Amiens Sc (2),O. Marcquois,2 - 2,13,Hauts de France
87,87,Feignies/Auln.,Boulogne (2),2 - 0,13,Hauts de France
88,88,Le Touquet,Maubeuge,1 - 0,13,Hauts de France
89,89,Wasquehal,Croix,3 - 2,13,Hauts de France
90,90,Vimy,Chantilly,2 - 2,13,Hauts de France
91,91,Amiens AC,Wasquehal,1 - 3,14,Hauts de France
92,92,Boulogne (2),Amiens Sc (2),0 - 1,14,Hauts de France
93,93,Croix,Valenciennes 2,0 - 0,14,Hauts de France
94,94,Lille 2,Feignies/Auln.,1 - 2,14,Hauts de France
95,95,Maubeuge,Vimy,2 - 1,14,Hauts de France
